"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Ahern, M.; Kovats, R.S.; Wilkinson, P.; Few, R.; Matthies, F.","Ahern, Mike (7101894926); Kovats, Sari R. (57206360561); Wilkinson, Paul D. (7201434649); Few, Roger (6603435108); Matthies, Franziska (12142577900)","7101894926; 57206360561; 7201434649; 6603435108; 12142577900","Global health impacts of floods: Epidemiologic evidence","2005","Epidemiologic Reviews","27","","","36","46","628","10.1093/epirev/mxi004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244490086&doi=10.1093%2Fepirev%2Fmxi004&partnerID=40&md5=25c8480e0078909c7721fed38226d652","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-21244490086"
"Shultz, J.M.; Russell, J.; Espinel, Z.","Shultz, James M. (57816685800); Russell, Jill (55458568700); Espinel, Zelde (8503298200)","57816685800; 55458568700; 8503298200","Epidemiology of tropical cyclones: The dynamics of disaster, disease, and development","2005","Epidemiologic Reviews","27","","","21","35","294","10.1093/epirev/mxi011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244488274&doi=10.1093%2Fepirev%2Fmxi011&partnerID=40&md5=b2be2c42e99b0b5442e9e701c8c7c9b0","","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-21244488274"
"Ichimura, A.; Matsumoto, H.; Kimura, T.; Okuyama, T.; Watanabe, T.; Nakagawa, Y.; Yamamoto, I.; Inokuchi, S.; Hosaka, T.","Ichimura, Atshushi (26661139100); Matsumoto, Hideo (55612119200); Kimura, Tomoaki (58388357800); Okuyama, Toru (34572640400); Watanabe, Toshiyuki (57199876646); Nakagawa, Yoshihide (10540790100); Yamamoto, Isotoshi (7402789838); Inokuchi, Sadaki (7006725685); Hosaka, Takashi (7102020633)","26661139100; 55612119200; 58388357800; 34572640400; 57199876646; 10540790100; 7402789838; 7006725685; 7102020633","Changes in mental disorder distribution among suicide attempters in mid-west area of Kanagawa","2005","Psychiatry and Clinical Neurosciences","59","2","","113","118","7","10.1111/j.1440-1819.2005.01344.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17144389018&doi=10.1111%2Fj.1440-1819.2005.01344.x&partnerID=40&md5=b7b183f0fd394b13c7dcbe9fe53e6589","","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-17144389018"
"Street, R.; Maarouf, A.; Jones-Otazo, H.","Street, Roger Brian (25648428700); Maarouf, Abdel R. (6701664212); Jones-Otazo, Heather A. (9042615100)","25648428700; 6701664212; 9042615100","Extreme weather and climate events implications for public health","2005","","","","","161","190","5","10.1201/b17008-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649122827&doi=10.1201%2Fb17008-10&partnerID=40&md5=97116813015dbed08f75d03145e0d031","CRC Press","Book chapter","Final","","Scopus","2-s2.0-42649122827"
"Henstra, D.; McBean, G.","Henstra, Daniel (15727921600); McBean, Gordon A. (56840368700)","15727921600; 56840368700","Canadian disaster management policy: Moving toward a paradigm shift?","2005","Canadian Public Policy","31","3","","303","318","51","10.2307/3552443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844611211&doi=10.2307%2F3552443&partnerID=40&md5=43707ddd291d562f71239d99701ac2f8","University of Toronto Press Inc.","Article","Final","","Scopus","2-s2.0-27844611211"
"Abe, R.; Shioiri, T.; Nishimura, A.; Nushida, H.; Ueno, Y.; Kojima, M.; Kitamura, H.; Akazawa, K.; Someya, T.","Abe, Ryo (36784752900); Shioiri, Toshiki (55930584100); Nishimura, Akiyoshi (7201525090); Nushida, Hideyuki (6603390655); Ueno, Yasuhiro (35430726500); Kojima, Maki (57198673498); Kitamura, Hideaki (7201652857); Akazawa, Kohei (57572334100); Someya, Toshiyuki (55497528100)","36784752900; 55930584100; 7201525090; 6603390655; 35430726500; 57198673498; 7201652857; 57572334100; 55497528100","Economic slump and suicide method: Preliminary study in Kobe","2004","Psychiatry and Clinical Neurosciences","58","2","","213","216","27","10.1111/j.1440-1819.2003.01219.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842634995&doi=10.1111%2Fj.1440-1819.2003.01219.x&partnerID=40&md5=d264b2e7f71edc85113107bf059a94fa","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-1842634995"
"Merz, B.; Thieken, A.H.","Merz, Bruno (7102395993); Thieken, Annegret H. (8636527400)","7102395993; 8636527400","Flood risk analysis: Concepts and challenges; Hochwasserrisikoanalyse: Konzepte und herausforderungen","2004","Osterreichische Wasser- und Abfallwirtschaft","56","3-4","","27","34","64","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142768441&partnerID=40&md5=12e87cc70e2e9ffa5666e2226791427c","","Article","Final","","Scopus","2-s2.0-2142768441"
"Coleman, L.","Coleman, Les (56220781200)","56220781200","The frequency and cost of corporate crises","2004","Journal of Contingencies and Crisis Management","12","1","","2","13","25","10.1111/j.0966-0879.2004.01201002.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842853908&doi=10.1111%2Fj.0966-0879.2004.01201002.x&partnerID=40&md5=b2d3cf87b8bb76cf40d20c0e6884eff7","","Article","Final","","Scopus","2-s2.0-1842853908"
"Colbeau-Justin, L.; Mauriol, M.","Colbeau-Justin, Ludvina (55516414800); Mauriol, Max (55516797300)","55516414800; 55516797300","The earthquake of January 2001: Strengths and weaknesses in the social response","2004","Special Paper of the Geological Society of America","375","","","445","452","2","10.1130/0-8137-2375-2.445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870819751&doi=10.1130%2F0-8137-2375-2.445&partnerID=40&md5=bf51ac25008199552d4d5a48d2c52d73","Geological Society of America","Article","Final","","Scopus","2-s2.0-84870819751"
"Toros, F.; Gamsiz Bilgin, N.G.; Buğdaycı, R.; Şaşmaz, T.; Kurt, O.; Ankarali, H.","Toros, Fevziye (6602434859); Gamsiz Bilgin, Nursel (7006385050); Buğdaycı, Resul (6603202551); Şaşmaz, Tayyar (6506237469); Kurt, Öner (6602818484); Ankarali, Handan Çamdeviren (23134564000)","6602434859; 7006385050; 6603202551; 6506237469; 6602818484; 23134564000","Prevalence of depression as measured by the CBDI in a predominantly adolescent school population in Turkey","2004","European Psychiatry","19","5","","264","271","37","10.1016/j.eurpsy.2004.04.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3342957445&doi=10.1016%2Fj.eurpsy.2004.04.020&partnerID=40&md5=6b9b5f6df51119e3eb2a512b1bda24f8","Elsevier Masson SAS","Article","Final","","Scopus","2-s2.0-3342957445"
"Akbiyik, D.I.; Coşkun, B.; Sümbüloǧlu, V.; Tuǧcu, H.; Sayil, I.","Akbiyik, Derya Iren (6507653129); Coşkun, Bülent (7005610444); Sümbüloǧlu, Vildan (6507877828); Tuǧcu, Handan (6602955280); Sayil, Işik (6602987283)","6507653129; 7005610444; 6507877828; 6602955280; 6602987283","The effect of earthquakes on the risk of suicide","2004","International Journal of Mental Health","33","1","","39","45","4","10.1080/00207411.2004.11043364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242684451&doi=10.1080%2F00207411.2004.11043364&partnerID=40&md5=72687b88d4a5b716370a00382cf3e660","M.E. Sharpe Inc.","Article","Final","","Scopus","2-s2.0-3242684451"
"Merz, B.; Kreibich, H.; Thieken, A.H.; Schmidtke, R.","Merz, Bruno (7102395993); Kreibich, Heidi (8146124100); Thieken, Annegret H. (8636527400); Schmidtke, Reinhard F. (6603428943)","7102395993; 8146124100; 8636527400; 6603428943","Estimation uncertainty of direct monetary flood damage to buildings","2004","Natural Hazards and Earth System Sciences","4","1","","153","163","374","10.5194/nhess-4-153-2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142646035&doi=10.5194%2Fnhess-4-153-2004&partnerID=40&md5=e99b64a548999998d20dcf576c8660fc","European Geosciences Union","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-2142646035"
"Shoaf, K.; Sauter, C.; Bourque, L.B.; Giangreco, C.; Weiss, B.","Shoaf, Kimberley Irene (6602969880); Sauter, Cary (16639677600); Bourque, Linda Brookover (7003824673); Giangreco, Christian (16636312700); Weiss, Billie P. (56904492700)","6602969880; 16639677600; 7003824673; 16636312700; 56904492700","Suicides in Los Angeles County in relation to the Northridge earthquake","2004","Prehospital and Disaster Medicine","19","4","","307","310","34","10.1017/S1049023X0000193X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13744249409&doi=10.1017%2FS1049023X0000193X&partnerID=40&md5=4791e4cb6a7d009e5001c5a6b3d99597","Cambridge University Press Journals_subscriptions@cup.cam.ac.uk","Article","Final","","Scopus","2-s2.0-13744249409"
"Chou, Y.-J.; Huang, N.; Lee, C.-H.; Tsai, S.-L.; Tsay, J.-H.; Chen, L.-S.; Chou, P.","Chou, Yiing Jeng (7403210523); Huang, Nicole (7402533028); Lee, Chenghua (26024315700); Tsai, Shuling (7403478541); Tsay, Jen-Huoy Huoy (7103196541); Chen, Longshen (7409444635); Chou, Pesus Chou (7201966333)","7403210523; 7402533028; 26024315700; 7403478541; 7103196541; 7409444635; 7201966333","Suicides after the 1999 Taiwan earthquake","2003","International Journal of Epidemiology","32","6","","1007","1014","82","10.1093/ije/dyg296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346025510&doi=10.1093%2Fije%2Fdyg296&partnerID=40&md5=7dcf1ff7a75bb5e572355d03d83dac23","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0346025510"
"Griffiths, R.; Emrys, E.; Lamb, C.F.; Eagar, S.; Smith, M.","Griffiths, Rhonda D. (7402919453); Emrys, Elisabeth (6504024655); Lamb, Cathryn Finney (7102304135); Eagar, Sandy C. (6602751130); Smith, Mitchell M. (55495907900)","7402919453; 6504024655; 7102304135; 6602751130; 55495907900","Operation safe haven: The needs of nurses caring for refugees","2003","International Journal of Nursing Practice","9","3","","183","190","14","10.1046/j.1440-172X.2003.00422.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043236244&doi=10.1046%2Fj.1440-172X.2003.00422.x&partnerID=40&md5=f4916e3ba5791eece567423e4cca86b7","","Article","Final","","Scopus","2-s2.0-0043236244"
"Voracek, M.; Sonneck, G.","Voracek, Martin (7003718328); Sonneck, Gernot (7004532931)","7003718328; 7004532931","Suicide after natural disasters and statistical disasters: A comment","2002","Archives of Suicide Research","6","4","","399","401","2","10.1080/13811110214529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036998521&doi=10.1080%2F13811110214529&partnerID=40&md5=b738fe4efd3a9979d4dcea09315435a6","","Article","Final","","Scopus","2-s2.0-0036998521"
"Kozarić-Kovačić, D.; Grubišić-Ilić, M.; Grubišić, F.; Kovačić, Z.","Kozarić-Kovačić, Dragica (13806286800); Grubišić-Ilić, Mirjana (6602764266); Grubišić, Frane (6507917217); Kovačić, Zrnka (7003491813)","13806286800; 6602764266; 6507917217; 7003491813","Letter from Croatia [2]","2002","National Medical Journal of India","15","6","","356","357","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036872992&partnerID=40&md5=0ebac28987a6f84c58fbcd7d7c07426f","","Letter","Final","","Scopus","2-s2.0-0036872992"
"Ribas, J.; Mora, E.; Ugas, L.; Casaus, P.; Puigdevall, M.; Péna, J.; García, X.","Ribas, Joan (57197083719); Mora, Eduard (7004286608); Ugas, Lídia (6506365230); Casaus, Pilar (57199402705); Puigdevall, Margarida (35605994700); Péna, Joan (15728398100); García, Xavier Casas (36831526900)","57197083719; 7004286608; 6506365230; 57199402705; 35605994700; 15728398100; 36831526900","Psychological and psychiatric intervention in emergencies. A psychosocial model of management; Intervención psicológica y psiquiátrica en emergencias. Propuesta de un modelo de actuación","2002","Revista de Psiquiatria de la Facultad de Medicina de Barcelona","29","4","","241","248","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036736880&partnerID=40&md5=038360920fdb60f27056a4912ff7d8b0","","Article","Final","","Scopus","2-s2.0-0036736880"
"Seligson, H.A.; Shoaf, K.","Seligson, Hope A. (6603577410); Shoaf, Kimberley Irene (6602969880)","6603577410; 6602969880","Human impacts of earthquakes","2002","","","","","28","28-29","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865854052&partnerID=40&md5=46f90bb2cba874f6ae0155202e6899fb","CRC Press","Book chapter","Final","","Scopus","2-s2.0-84865854052"
"Kosanović-Rajačić, B.; Begić, D.","Kosanović-Rajačić, Biljana (6507623863); Begić, Dražen (6603518437)","6507623863; 6603518437","Posttraumatic stress disorder and suicidality; Posttraumatski stresni poremećaj i suicidalnost","2002","Socijalna Psihijatrija","30","4","","216","222","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036968455&partnerID=40&md5=f27b486ef47b34fd45c272fdfe1ffb55","Medicinska naklada","Article","Final","","Scopus","2-s2.0-0036968455"
"Grubiši-Ili, M.; Kozari-Kovači, D.; Grubišić, F.; Kovači, Z.","Grubiši-Ili, Mirjana (15827718800); Kozari-Kovači, Dragica (15827797800); Grubišić, Frane (6507917217); Kovači, Zrnka (15827821500)","15827718800; 15827797800; 6507917217; 15827821500","Epidemiological study of suicide in the Republic of Croatia - Comparison of war and post-war periods and areas directly and indirectly affected by war","2002","European Psychiatry","17","5","","259","264","27","10.1016/s0924-9338(02)00679-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036749173&doi=10.1016%2Fs0924-9338%2802%2900679-x&partnerID=40&md5=7e46c3d206be95a35bcb6bfbe91f2545","Elsevier Masson SAS","Article","Final","","Scopus","2-s2.0-0036749173"
"Bourque, L.B.; Siegel, J.M.; Shoaf, K.","Bourque, Linda Brookover (7003824673); Siegel, Judith M. (7403199004); Shoaf, Kimberley Irene (6602969880)","7003824673; 7403199004; 6602969880","Psychological distress following urban Earthquakes in California","2002","Prehospital and Disaster Medicine","17","2","","81","90","35","10.1017/S1049023X00000224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036527578&doi=10.1017%2FS1049023X00000224&partnerID=40&md5=00f84b1e589cd7d97bb2af392604bb7f","Cambridge University Press Journals_subscriptions@cup.cam.ac.uk","Article","Final","","Scopus","2-s2.0-0036527578"
"Petrovich, B.; Tiodorovich, B.; Kocich, B.; Cvetkovich, M.; Blagojevich, L.","Petrovich, B. (6507973299); Tiodorovich, B. (6504637923); Kocich, B. (6504223825); Cvetkovich, M. (6504208911); Blagojevich, L. (6505538372)","6507973299; 6504637923; 6504223825; 6504208911; 6505538372","Influence of socio-economic crisis on epidemiological characteristic of suicide in the region of Nis (southeastern part of Serbia, Yugoslavia)","2001","European Journal of Epidemiology","17","2","","183","187","18","10.1023/A:1017909904769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034801622&doi=10.1023%2FA%3A1017909904769&partnerID=40&md5=3238b655a0b9a0e1e288d8957fbcf6c6","","Article","Final","","Scopus","2-s2.0-0034801622"
"Yoganathan, D.; Rom, W.N.","Yoganathan, Dushana (59567895300); Rom, William N. (34573666300)","59567895300; 34573666300","Medical aspects of global warming","2001","American Journal of Industrial Medicine","40","2","","199","210","35","10.1002/ajim.1088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034903524&doi=10.1002%2Fajim.1088&partnerID=40&md5=b974fd9ad15626b4ebd24c27e9db8d92","","Review","Final","","Scopus","2-s2.0-0034903524"
"Lin, Y.-P.","Lin, Yiping (15723618500)","15723618500","Effects of earthquakes on health","2001","Taiwan Journal of Public Health","20","2","","93","111","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035322250&partnerID=40&md5=d24da0354d77c7f38384e313a11ef857","","Review","Final","","Scopus","2-s2.0-0035322250"
"Layon, A.J.; Goldfeder, B.W.; Rolfe, K.C.","Layon, Abraham Joseph (7003897196); Goldfeder, Bruce W. (6506115249); Rolfe, Kevin C. (6701656333)","7003897196; 6506115249; 6701656333","The closing and evacuation of Flagler County, Florida: Rapid emergency medical services system response to a unique problem","2001","Prehospital Emergency Care","5","1","","52","56","2","10.1080/10903120190940335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035181990&doi=10.1080%2F10903120190940335&partnerID=40&md5=faade3149686b1fa73ceb6af5df444b3","Hanley and Belfus Inc.","Conference paper","Final","","Scopus","2-s2.0-0035181990"
"Tsai, H.-H.; Chen, M.-R.; Tsai, Y.-F.","Tsai, Hsiuhsin (7402649608); Chen, M. R. (56134603200); Tsai, Yun Fang (7402627053)","7402649608; 56134603200; 7402627053","Factors associated with depressive symptoms among the elderly living alone in a village of 921 earthquake disaster areas","2001","Tzu Chi Medical Journal","13","3","","169","175","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034828278&partnerID=40&md5=f4ba1f07811f52c62ff0562dea299dc9","","Article","Final","","Scopus","2-s2.0-0034828278"
"Briere, J.; Elliott, D.","Briere, John N. (7102528219); Elliott, Diana M. (7401657068)","7102528219; 7401657068","Prevalence, characteristics, and long-term sequelae of natural disaster exposure in the general population","2000","Journal of Traumatic Stress","13","4","","661","679","211","10.1023/A:1007814301369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033748558&doi=10.1023%2FA%3A1007814301369&partnerID=40&md5=c865e063c2a09b1c9b536aa013725bb9","","Article","Final","","Scopus","2-s2.0-0033748558"
"Geltzer, A.J.; Geltzer, A.M.B.; Dunford, R.G.; Hampson, N.B.","Geltzer, A. J. (6601971890); Geltzer, A. M B (6601971888); Dunford, Richard G. (7005247954); Hampson, Neil B. (7005140810)","6601971890; 6601971888; 7005247954; 7005140810","Effects of weather on incidence of attempted suicide by carbon monoxide poisoning","2000","Undersea and Hyperbaric Medicine","27","1","","9","14","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034154362&partnerID=40&md5=4365468a04e720517e05c2f1cffba9aa","","Article","Final","","Scopus","2-s2.0-0034154362"
"Nocera, A.; Gamer, A.","Nocera, Antony (7006959297); Gamer, Alan (56372430600)","7006959297; 56372430600","Australian disaster triage: A colour maze in the Tower of Babel","2000","Australian Journal of Emergency Management","15","2","","35","40","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907476695&partnerID=40&md5=24d02e4c45cd3cfa8eff802ef629341d","Australian Institute for Disaster Resilience","Article","Final","","Scopus","2-s2.0-84907476695"
"Milsten, A.","Milsten, Andrew M. (6507486983)","6507486983","Hospital responses to acute-onset disasters: A review","2000","Prehospital and Disaster Medicine","15","1","","40","53","25","10.1017/S1049023X00024900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900330342&doi=10.1017%2FS1049023X00024900&partnerID=40&md5=8919e9cfb59bb6955dd4b9682fffcff5","Cambridge University Press Journals_subscriptions@cup.cam.ac.uk","Review","Final","","Scopus","2-s2.0-84900330342"
"Ginexi, E.M.; Weihs, K.; Simmens, S.J.; Hoyt, D.R.","Ginexi, Elizabeth M. (6602950378); Weihs, Karen L. (6701679660); Simmens, Samuel J. (7004155327); Hoyt, Dan R. (35426690700)","6602950378; 6701679660; 7004155327; 35426690700","Natural disaster and depression: A prospective investigation of reactions to the 1993 Midwest Floods","2000","American Journal of Community Psychology","28","4","","495","518","150","10.1023/A:1005188515149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034252040&doi=10.1023%2FA%3A1005188515149&partnerID=40&md5=44610b7b006e0314bbcdd9c4d2cc5b66","","Article","Final","","Scopus","2-s2.0-0034252040"
"Weaver, J.D.; Dingman, R.L.; Morgan, J.; Hong, B.A.; North, C.S.","Weaver, John D. (56278969800); Dingman, Robert L. (57215893625); Morgan, Jane (57199037005); Hong, Barry A. (7202125868); North, Carol S. (7102686532)","56278969800; 57215893625; 57199037005; 7202125868; 7102686532","The American Red Cross Disaster Mental Health Services: Development of a cooperative, multidisciplinary service model","2000","Journal of Behavioral Health Services and Research","27","3","","314","320","24","10.1007/bf02291742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033940823&doi=10.1007%2Fbf02291742&partnerID=40&md5=3e90e5cd3598ec9e573f7dcfdebccdf5","SAGE Publications Inc.","Review","Final","","Scopus","2-s2.0-0033940823"
"O’Shea, B.; Stokes, M.; Falvey, J.","O’Shea, Brian (57195751379); Stokes, Marjorie (57212727101); Falvey, Jane (6603178177)","57195751379; 57212727101; 6603178177","Completed suicide: An update for the general psychiatrist","2000","Irish Journal of Psychological Medicine","17","3","00587","100","105","1","10.1017/S0790966700005875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033812526&doi=10.1017%2FS0790966700005875&partnerID=40&md5=1f56777d72aefb7e7b81df3eaa06b01f","","Review","Final","","Scopus","2-s2.0-0033812526"
"Muñoz Martínez, S.; Molina Ocaña, A.","Muñoz Martínez, Saturníno (6507370379); Molina Ocaña, Ana (6507123717)","6507370379; 6507123717","Evaluación de los efectos sanitarios a medio y largo plazo del terremoto de Hanshin Awaji de Kobe, Japón","1999","Medicina Clinica","113","13","","496","504","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17144473574&partnerID=40&md5=540f80dffa3e073f3521560fceaec1bb","","Article","Final","","Scopus","2-s2.0-17144473574"
"David, S.D.; Baish, S.; Morrow, B.H.","David, Sheila D. (7202343004); Baish, Sarah K. (6507582387); Morrow, Betty Hearn (17346117900)","7202343004; 6507582387; 17346117900","Uncovering the: Hidden costs of coastal hazards","1999","Environment","41","8","","10","19","9","10.1080/00139159909604784","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032844965&doi=10.1080%2F00139159909604784&partnerID=40&md5=fba795387e1bde5d0b680c4f6e0bca58","","Article","Final","","Scopus","2-s2.0-0032844965"
"Nocera, A.; Garner, A.","Nocera, Antony (7006959297); Garner, Alan A. (7103249106)","7006959297; 7103249106","Australian disaster triage: A colour maze in the Tower of Babel","1999","Australian and New Zealand Journal of Surgery","69","8","","598","602","27","10.1046/j.1440-1622.1999.01643.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032807055&doi=10.1046%2Fj.1440-1622.1999.01643.x&partnerID=40&md5=457e284d804d7bf9c4e0493d3a27e79d","","Conference paper","Final","","Scopus","2-s2.0-0032807055"
"Solomon, S.D.","Solomon, Susan D. (17736504400)","17736504400","Interventions for acute trauma response","1999","Current Opinion in Psychiatry","12","2","","175","180","12","10.1097/00001504-199903000-00006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032998515&doi=10.1097%2F00001504-199903000-00006&partnerID=40&md5=9a98d6a1d8463eb1a89b38d7463d5960","","Review","Final","","Scopus","2-s2.0-0032998515"
"Morrow, B.H.","Morrow, Betty Hearn (17346117900)","17346117900","Identifying and mapping community vulnerability","1999","Disasters","23","1","","1","18","869","10.1111/1467-7717.00102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033103106&doi=10.1111%2F1467-7717.00102&partnerID=40&md5=b76ccf5151ccd2fb6798ce53eaa72ec5","Blackwell Publishing Ltd","Article","Final","","Scopus","2-s2.0-0033103106"
"Granberg, D.; Westerberg, C.","Granberg, Donald (7004729908); Westerberg, Charles (35813587600)","7004729908; 35813587600","On abandoning life when it is least difficult","1999","Social Biology","46","1-2","","154","162","14","10.1080/19485565.1999.9988993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033085625&doi=10.1080%2F19485565.1999.9988993&partnerID=40&md5=4629e7a9a0acd0a1231654e83f24c0d1","Society for the Study of Social Biology","Article","Final","","Scopus","2-s2.0-0033085625"
"Daniel, M.; O'Dea, K.; Rowley, K.G.; McDermot, R.; Kelly, S.","Daniel, Mark Z. (7202420971); O'Dea, Kerin O. (7006912817); Rowley, Kevin G. (36913714200); McDermot, Robyn (55443425900); Kelly, Shona J. (7401618542)","7202420971; 7006912817; 36913714200; 55443425900; 7401618542","Glycated hemoglobin as an indicator of social environmental stress among indigenous versus westernized populations","1999","Preventive Medicine","29","5","","405","413","39","10.1006/pmed.1999.0559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032752339&doi=10.1006%2Fpmed.1999.0559&partnerID=40&md5=02780a2968bb7da667242f5c57527ac4","Academic Press Inc.","Article","Final","","Scopus","2-s2.0-0032752339"
"Mimouni, D.; Gdalevich, M.; Shpilberg, O.","Mimouni, D. (7003598874); Gdalevich, Michael (56041837900); Shpilberg, Ofer (55838589900)","7003598874; 56041837900; 55838589900","Disaster epidemiology","1998","Harefuah","135","12","","607","610","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346303928&partnerID=40&md5=a2f29aab2e3cda42ac57464efaeab62a","","Article","Final","","Scopus","2-s2.0-0346303928"
"Shoaf, K.","Shoaf, Kimberley Irene (6602969880)","6602969880","Suicides after natural disasters","1998","New England Journal of Medicine","338","25","","1851","1852","3","10.1056/NEJM199806183382516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032543551&doi=10.1056%2FNEJM199806183382516&partnerID=40&md5=776234cc73e3b9a739129b782c8a6154","Massachussetts Medical Society","Article","Final","","Scopus","2-s2.0-0032543551"
"Hodges, C.","Hodges, Craig (56382762700)","56382762700","The tyranny and triumph of distance: Disaster response planning for decentralised mental health services","1998","Australian Journal of Emergency Management","13","4","","40","43","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907915151&partnerID=40&md5=d1ff7ac428867dd24ac2c73429308cf8","Australian Institute for Disaster Resilience","Article","Final","","Scopus","2-s2.0-84907915151"
"Rosewater, K.M.; Burr, B.H.","Rosewater, Karen M. (6506072554); Burr, Barbara H. (7005884686)","6506072554; 7005884686","Epidemiology, risk factors, intervention, and prevention of adolescent suicide","1998","Current Opinion in Pediatrics","10","4","","338","343","13","10.1097/00008480-199808000-00002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031659867&doi=10.1097%2F00008480-199808000-00002&partnerID=40&md5=990c3d602c76d504333acd4b2e940ae7","Rapid Science Publishers","Review","Final","","Scopus","2-s2.0-0031659867"
