"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Altay, S.; Lakhlifi, C.","Altay, Sacha (57215824354); Lakhlifi, Camille (57816794900)","57215824354; 57816794900","Are Science Festivals a Good Place to Discuss Heated Topics?","2018","Journal of Science Communication","17","2","","1","19","8","10.22323/2.19010207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084620432&doi=10.22323%2F2.19010207&partnerID=40&md5=e6a50c5e2d008d986d374ee1b5321b2f","International School for Advance Studies","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85084620432"
"PytlikZillig, L.M.; Duncan, B.; Elbaum, S.; Detweiler, C.","PytlikZillig, Lisa M. (23976702000); Duncan, Brittany A. (36025235500); Elbaum, Sebastian G. (6604075891); Detweiler, Carrick J. (15724751200)","23976702000; 36025235500; 6604075891; 15724751200","A drone by any other name: Purposes, end-user trustworthiness, and framing, but not terminology, affect public support for drones","2018","IEEE Technology and Society Magazine","37","1","","80","91","31","10.1109/MTS.2018.2795121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043507182&doi=10.1109%2FMTS.2018.2795121&partnerID=40&md5=48316ac34e7489f3d295e36710d19c84","Institute of Electrical and Electronics Engineers Inc.","Article","Final","","Scopus","2-s2.0-85043507182"
"Guenther, L.; Joubert, M.","Guenther, Lars (55972209500); Joubert, Marina (7102789948)","55972209500; 7102789948","Support for research in climate change and nuclear energy, but less so for fracking: Born-free South Africans’ attitudes towards scientific controversies","2018","African Journal of Science, Technology, Innovation and Development","10","1","","114","124","4","10.1080/20421338.2017.1399535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041643240&doi=10.1080%2F20421338.2017.1399535&partnerID=40&md5=14d10c1ff6cb26e780606611001222d2","Taylor and Francis Ltd. michael.wagreich@univie.ac.at","Article","Final","","Scopus","2-s2.0-85041643240"
"Hansen, A.","Hansen, Anders (7401928728)","7401928728","Environment, media and communication","2018","","","","","1","244","44","10.4324/9781315625317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107529594&doi=10.4324%2F9781315625317&partnerID=40&md5=de45fb41fd3e51bd5cd3372fe9f39d06","Taylor and Francis","Book","Final","","Scopus","2-s2.0-85107529594"
"Pricop, A.; Mihalache Răileanu, M.-M.; Florescu, M.S.; Orzan, M.C.; Barbu, A.M.","Pricop, Alexandra (57207845794); Mihalache Răileanu, Maria Mădălina (57207847939); Florescu, Margareta Stela (25639629100); Orzan, Mihai Cristian (55402014400); Barbu, Andreea Mihaela (59758754500)","57207845794; 57207847939; 25639629100; 55402014400; 59758754500","Consumer perception of health risks associated to genetically modified organisms","2018","","","","","5434","5443","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063049404&partnerID=40&md5=99f14a66bb734238e9561d41d8553aea","International Business Information Management Association, IBIMA admin@ibima.org","Conference paper","Final","","Scopus","2-s2.0-85063049404"
"Druckman, J.N.; Leeper, T.J.; Slothuus, R.","Druckman, James N. (6603696960); Leeper, Thomas J. (54998513300); Slothuus, Rune (19934649700)","6603696960; 54998513300; 19934649700","Motivated responses to political communications: Framing, party cues, and science information","2018","","","","","125","150","14","10.4324/9781351215947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047183737&doi=10.4324%2F9781351215947&partnerID=40&md5=b02fdbeff04d3fd70dc63bab681cf599","Taylor and Francis","Book chapter","Final","","Scopus","2-s2.0-85047183737"
"Gastrow, M.; Roberts, B.; Reddy, V.; Ismail, S.","Gastrow, Michael (23970723800); Roberts, Benjamin J. (8901750300); Reddy, Vijay (9336876600); Ismail, Shameelah (57200494807)","23970723800; 8901750300; 9336876600; 57200494807","Public perceptions of biotechnology in South Africa","2018","South African Journal of Science","114","1-2","2017-0276","","","15","10.17159/sajs.2018/20170276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041415826&doi=10.17159%2Fsajs.2018%2F20170276&partnerID=40&md5=c3314146c581f51633856fc77e10fe60","Academy of Science of South Africa","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85041415826"
"Mazur, A.","Mazur, Allan C. (56210422200)","56210422200","Technical Controversies over Public Policy: From Fluoridation to Fracking and Climate Change","2017","","","","","1","189","4","10.4324/9781315102757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040637095&doi=10.4324%2F9781315102757&partnerID=40&md5=1fe50dfc873586e036fc1c37e4984758","Taylor and Francis","Book","Final","","Scopus","2-s2.0-85040637095"
"Jiménez Salas, Z.; Campos-Góngora, E.; González-Martínez, B.E.; Tijerina-Sáenz, A.; Escamilla-Méndez, A.D.; Ramírez-López, E.","Jiménez Salas, Z. (55389527500); Campos-Góngora, Eduardo (6602624098); González-Martínez, Blanca Edelia (23466708000); Tijerina-Sáenz, Alexandra (35086994100); Escamilla-Méndez, Angélica D. (57193933736); Ramírez-López, Erik (56662077600)","55389527500; 6602624098; 23466708000; 35086994100; 57193933736; 56662077600","Basic-education mexican teachers' knowledge of biotechnology and attitudes about the consumption of genetically modified foods*","2017","Biochemistry and Molecular Biology Education","45","5","","396","402","8","10.1002/bmb.21058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017533062&doi=10.1002%2Fbmb.21058&partnerID=40&md5=d20a912c7274062ac8ae0aac4cc3c4c5","John Wiley and Sons Inc. cs-journals@wiley.com","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85017533062"
"Heddy, B.C.; Danielson, R.W.; Sinatra, G.M.; Graham, J.","Heddy, Benjamin C. (55757828500); Danielson, Robert William (56122525300); Sinatra, Gale M. (6602528372); Graham, Jesse (32667712200)","55757828500; 56122525300; 6602528372; 32667712200","Modifying Knowledge, Emotions, and Attitudes Regarding Genetically Modified Foods","2017","Journal of Experimental Education","85","3","","513","533","79","10.1080/00220973.2016.1260523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002179325&doi=10.1080%2F00220973.2016.1260523&partnerID=40&md5=f2de712053ace3fb6038ceec20d0d510","Routledge aabs@uw.edu","Article","Final","","Scopus","2-s2.0-85002179325"
"Ventura, V.; Frisio, D.G.; Ferrazzi, G.; Siletti, E.","Ventura, Vera (42662365600); Frisio, Dario G. (42661338800); Ferrazzi, Giovanni (42661283900); Siletti, Elena (55598773900)","42662365600; 42661338800; 42661283900; 55598773900","How scary! An analysis of visual communication concerning genetically modified organisms in Italy","2017","Public Understanding of Science","26","5","","547","563","15","10.1177/0963662516638634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021096783&doi=10.1177%2F0963662516638634&partnerID=40&md5=879cfcea3239b94c59122d8d4bb25b65","SAGE Publications Ltd info@sagepub.co.uk","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85021096783"
"Bardin, B.; Perrissol, S.; Facca, L.; Smeding, A.","Bardin, Brigitte (56342372300); Perrissol, Stéphane (36504784000); Facca, Léo (57192814832); Smeding, Annique (36505039000)","56342372300; 36504784000; 57192814832; 36505039000","From risk perception to information selection… And not the other way round: Selective exposure mechanisms in the field of genetically modified organisms","2017","Food Quality and Preference","58","","","10","17","26","10.1016/j.foodqual.2016.12.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008156086&doi=10.1016%2Fj.foodqual.2016.12.015&partnerID=40&md5=b366dbd2be1b1418cdc21c6e9d4f29be","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85008156086"
"Dong, S.; Zhang, X.; Liu, Y.; Zhang, C.; Xie, Y.; Zhong, J.; Xu, C.; Liu, X.","Dong, Sa (57190277573); Zhang, Xiao (55971502000); Liu, Yuan (57216667743); Zhang, Cunzheng (15041415400); Xie, Yajing (56037082100); Zhong, Jianfeng (56655848600); Xu, Chongxin (55222168200); Liu, Xianjin (8698684600)","57190277573; 55971502000; 57216667743; 15041415400; 56037082100; 56655848600; 55222168200; 8698684600","Establishment of a sandwich enzyme-linked immunosorbent assay for specific detection of Bacillus thuringiensis (Bt) Cry1Ab toxin utilizing a monoclonal antibody produced with a novel hapten designed with molecular model","2017","Analytical and Bioanalytical Chemistry","409","8","","1985","1994","18","10.1007/s00216-016-0146-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009251146&doi=10.1007%2Fs00216-016-0146-0&partnerID=40&md5=260b83840590b0f20e8ddcd708a34fa5","Springer Verlag service@springer.de","Article","Final","","Scopus","2-s2.0-85009251146"
"Warf, B.","Warf, Barney (55172120700)","55172120700","Biotechnology: Commodifying life","2017","","","","","433","442","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075656088&partnerID=40&md5=12dce3e6de879ae35aa56bd4d8221c1b","Edward Elgar Publishing Ltd.","Book chapter","Final","","Scopus","2-s2.0-85075656088"
"Wilks, M.; Phillips, C.J.C.","Wilks, Matti (56896934000); Phillips, Clive Julian Christie (57216214020)","56896934000; 57216214020","Attitudes to in vitro meat: A survey of potential consumers in the United States","2017","PLOS ONE","12","2","e0171904","","","323","10.1371/journal.pone.0171904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012952335&doi=10.1371%2Fjournal.pone.0171904&partnerID=40&md5=097dfca7322c49807e04d589fe32442e","Public Library of Science plos@plos.org","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85012952335"
"Southgate, C.","Southgate, Christopher C.B. (26431590000)","26431590000","“Environmental/ethics” and “Science/religion”: Converging streams in Barbour’s work","2017","Theology and Science","15","1","","63","72","0","10.1080/14746700.2016.1265226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014802907&doi=10.1080%2F14746700.2016.1265226&partnerID=40&md5=2369c3735574e656bd94aa224838a68e","Routledge info@tandf.co.uk","Note","Final","","Scopus","2-s2.0-85014802907"
"Kahan, D.M.; Jamieson, K.H.; Landrum, A.; Winneg, K.","Kahan, Dan (55339190700); Jamieson, Kathleen Hall (7007149707); Landrum, Asheley R. (50461765700); Winneg, Kenneth M. (8862042200)","55339190700; 7007149707; 50461765700; 8862042200","Culturally antagonistic memes and the Zika virus: an experimental test","2017","Journal of Risk Research","20","1","","1","40","55","10.1080/13669877.2016.1260631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006961090&doi=10.1080%2F13669877.2016.1260631&partnerID=40&md5=56f6ff6ff84d1c2c99798eb60addc029","Routledge info@tandf.co.uk","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85006961090"
"Glasner, P.; Rothman, H.","Glasner, Peter E. (6603624214); Rothman, Harry (7003306886)","6603624214; 7003306886","Splicing life?: The new genetics and society","2017","","","","","1","149","0","10.4324/9781315242583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082579463&doi=10.4324%2F9781315242583&partnerID=40&md5=27980f47c53c4555179b37679988f738","Taylor and Francis","Book","Final","","Scopus","2-s2.0-85082579463"
"Breeman, G.; Giest, S.; Rimkute, D.","Breeman, Gerard (26321422100); Giest, Sarah (55823099800); Rimkute, Dovile (56669769700)","26321422100; 55823099800; 56669769700","Food Security and the Sustainability of GMOs in the United States and the European Union","2017","Advances in Food Security and Sustainability","2","","","165","193","4","10.1016/bs.af2s.2017.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069772532&doi=10.1016%2Fbs.af2s.2017.09.005&partnerID=40&md5=6377353e7aab00cf8496626fb80912f4","Elsevier Ltd","Book chapter","Final","","Scopus","2-s2.0-85069772532"
"Vigani, M.","Vigani, Mauro (36959751700)","36959751700","The role of mass media and lobbies in the formulation of GMO regulations","2017","","","","","200","212","6","10.1017/9781316585269.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047997227&doi=10.1017%2F9781316585269.018&partnerID=40&md5=96eaa0b6ae6421d79ac161efad41a096","Cambridge University Press","Book chapter","Final","","Scopus","2-s2.0-85047997227"
"Huang, J.; Peng, B.; Wang, X.","Huang, Jikun (55544120700); Peng, Bowen (56957639900); Wang, Xiaobing (56211584300)","55544120700; 56957639900; 56211584300","Scientists' attitudes toward agricultural GM technology development and GM food in China","2017","China Agricultural Economic Review","9","3","","369","384","16","10.1108/CAER-05-2017-0101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027721931&doi=10.1108%2FCAER-05-2017-0101&partnerID=40&md5=6499ad659583e87d0aaee1e324699abd","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","Article","Final","","Scopus","2-s2.0-85027721931"
"Chen, Q.; Liu, G.; Liu, Y.","Chen, Qihui (56003888800); Liu, Gaoshuai (57195399548); Liu, Yumei (55876072500)","56003888800; 57195399548; 55876072500","Can product-information disclosure increase Chinese consumer's willingness to pay for GM foods? the case of Fad-3 GM lamb","2017","China Agricultural Economic Review","9","3","","415","437","19","10.1108/CAER-01-2017-0006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027719479&doi=10.1108%2FCAER-01-2017-0006&partnerID=40&md5=55fd128dde663ee54f72f1c4c3786550","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","Article","Final","","Scopus","2-s2.0-85027719479"
"Gupta, N.; Frewer, L.J.; Fischer, A.R.H.","Gupta, Nidhi (57209931432); Frewer, Lynn Jayne (7004644699); Fischer, Arnout R. H. (9639971000)","57209931432; 7004644699; 9639971000","Acceptance of Agri-Food Nanotechnology: Insights from the Evolution of Food Technology, Novel Foods and the Psychology of Novel Food Acceptance and Evidence from Present Research","2017","RSC Nanoscience and Nanotechnology","2017-January","42","","39","59","3","10.1039/9781782626879-00039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020486318&doi=10.1039%2F9781782626879-00039&partnerID=40&md5=d097ce7d2a09bf8d633b26d260779aa7","Royal Society of Chemistry","Book chapter","Final","","Scopus","2-s2.0-85020486318"
"de Witt, A.; Osseweijer, P.; Pierce, R.","de Witt, Annick (56966680500); Osseweijer, Patrícia (22234661800); Pierce, Robin L. (23482648500)","56966680500; 22234661800; 23482648500","Understanding public perceptions of biotechnology through the “Integrative Worldview Framework”","2017","Public Understanding of Science","26","1","","70","88","38","10.1177/0963662515592364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007174694&doi=10.1177%2F0963662515592364&partnerID=40&md5=7faaea2beeddc43db7a3ff6ba100a723","SAGE Publications Ltd info@sagepub.co.uk","Article","Final","","Scopus","2-s2.0-85007174694"
"Patel, V.K.; Manley, S.C.; Hair, J.F.; Ferrell, O.C.; Pieper, T.M.","Patel, Vijay K. (54908413600); Manley, Scott C. (57190371635); Hair, Joseph Franklin (16230161100); Ferrell, O. C. (6602111494); Pieper, Torsten M. (22980776800)","54908413600; 57190371635; 16230161100; 6602111494; 22980776800","Is stakeholder orientation relevant for European firms?","2016","European Management Journal","34","6","","650","660","31","10.1016/j.emj.2016.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979519930&doi=10.1016%2Fj.emj.2016.07.001&partnerID=40&md5=69f47e2a699a90f64a677a75f8e17efc","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-84979519930"
"Zhang, W.; Xu, X.; Ming, C.; Mao, Z.; Shi, J.; Xiang, Y.","Zhang, Wei (56760584900); Xu, Xiaolin (55706142500); Ming, Chenghan (57191075660); Mao, Zijun (8973911100); Shi, Jing (57191078745); Xiang, Yaqian (57201676585)","56760584900; 55706142500; 57191075660; 8973911100; 57191078745; 57201676585","Surviving in the dispute: A bibliometric analysis of global GMF-related research, 1995–2014","2016","Scientometrics","109","1","","359","375","6","10.1007/s11192-016-1995-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986250457&doi=10.1007%2Fs11192-016-1995-1&partnerID=40&md5=76ca42a6b3b8632d6a411a596d944af4","Springer Netherlands","Article","Final","","Scopus","2-s2.0-84986250457"
"McFadden, B.R.; Lusk, J.L.","McFadden, Brandon R. (55966266100); Lusk, Jayson L. (7004997535)","55966266100; 7004997535","What consumers don't know about genetically modified food, and how that affects beliefs","2016","FASEB Journal","30","9","","3091","3096","86","10.1096/fj.201600598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990856251&doi=10.1096%2Ffj.201600598&partnerID=40&md5=de1baec6651caa96c1d07e3b8ea4f92e","FASEB","Article","Final","","Scopus","2-s2.0-84990856251"
"Dong, S.; Zhang, C.; Zhang, X.; Liu, Y.; Zhong, J.; Xie, Y.; Xu, C.; Ding, Y.; Zhang, L.; Liu, X.","Dong, Sa (57190277573); Zhang, Cunzheng (15041415400); Zhang, Xiao (55971502000); Liu, Yuan (57216667743); Zhong, Jianfeng (56655848600); Xie, Yajing (56037082100); Xu, Chongxin (55222168200); Ding, Ying (57190281598); Zhang, Liuquan (57194046210); Liu, Xianjin (8698684600)","57190277573; 15041415400; 55971502000; 57216667743; 56655848600; 56037082100; 55222168200; 57190281598; 57194046210; 8698684600","Production and Characterization of Monoclonal Antibody Broadly Recognizing Cry1 Toxins by Use of Designed Polypeptide as Hapten","2016","Analytical Chemistry","88","14","","7023","7032","39","10.1021/acs.analchem.6b00429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978864735&doi=10.1021%2Facs.analchem.6b00429&partnerID=40&md5=318d9fe33519b4de0f140cd6b5a5cde0","American Chemical Society service@acs.org","Article","Final","","Scopus","2-s2.0-84978864735"
"Rodriguez, L.; Lee, S.","Rodriguez, Lulu (23390331800); Lee, Suman (57192513976)","23390331800; 57192513976","What Can Be Gleaned From News Coverage to Improve Science Reporting and Enhance Public Literacy About Agricultural Biotechnology in Ghana?","2016","Journal of Agricultural and Food Information","17","2-3","","91","109","7","10.1080/10496505.2015.1133309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978127392&doi=10.1080%2F10496505.2015.1133309&partnerID=40&md5=deb81b32cf3c2bd1fc7091cd2c391fdb","Taylor and Francis Inc. 325 Chestnut St, Suite 800 Philadelphia PA 19106","Article","Final","","Scopus","2-s2.0-84978127392"
"Scott, S.E.; Inbar, Y.; Rozin, P.","Scott, Sydney E. (56152558600); Inbar, Yoel (26867844000); Rozin, Paul N. (7005322591)","56152558600; 26867844000; 7005322591","Evidence for Absolute Moral Opposition to Genetically Modified Food in the United States","2016","Perspectives on Psychological Science","11","3","","315","324","212","10.1177/1745691615621275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971420004&doi=10.1177%2F1745691615621275&partnerID=40&md5=1d3ffd20e9619cfc9726af30203d71c0","SAGE Publications Inc.","Article","Final","","Scopus","2-s2.0-84971420004"
"Rothwell, E.; Anderson, R.; Botkin, J.R.","Rothwell, Erin W. (36017436700); Anderson, Rebecca A. (55492828000); Botkin, Jeffrey R. (7005183010)","36017436700; 55492828000; 7005183010","Deliberative Discussion Focus Groups","2016","Qualitative Health Research","26","6","","734","740","74","10.1177/1049732315591150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962815437&doi=10.1177%2F1049732315591150&partnerID=40&md5=78aaac832ac500bab7be1b5d31790ab7","SAGE Publications Inc.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84962815437"
"Cardello, A.V.; Wright, A.O.","Cardello, Armand V. (55897660600); Wright, Alan O. (7403738075)","55897660600; 7403738075","Issues and methods in consumer-led development of foods processed by innovative technologies","2016","","","","","337","371","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051054405&partnerID=40&md5=be34ed49bb23be2a280e5925d1937bf4","CRC Press","Book chapter","Final","","Scopus","2-s2.0-85051054405"
"Zhou, D.; Wang, C.; Li, Z.; Chen, Y.; Gao, S.; Guo, J.; Lu, W.; Su, Y.; Xu, L.; Que, Y.","Zhou, DingGang (56168393300); Wang, Chunfeng (57158583200); Li, Zhu (57157491600); Chen, Yun (56707565100); Gao, Shiwu (57210588891); Guo, Jinlong (55745785100); Lu, Wenying (57157914000); Su, Yachun (55511172700); Xu, Liping (35212648500); Que, Youxiong (25028730100)","56168393300; 57158583200; 57157491600; 56707565100; 57210588891; 55745785100; 57157914000; 55511172700; 35212648500; 25028730100","Detection of bar transgenic sugarcane with a rapid and visual loop-mediated isothermal amplification assay","2016","Frontiers in Plant Science","7","MAR2016","279","","","21","10.3389/fpls.2016.00279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960091157&doi=10.3389%2Ffpls.2016.00279&partnerID=40&md5=8b42ec8fab3821a72597a38be09e4435","Frontiers Media S.A. info@frontiersin.org","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84960091157"
"Schuldt, J.P.; McComas, K.A.; Byrne, S.E.","Schuldt, Jonathon P. (25226021600); McComas, Katherine A. (6602519450); Byrne, Sahara E. (16041724100)","25226021600; 6602519450; 16041724100","Communicating about ocean health: Theoretical and practical considerations","2016","Philosophical Transactions of the Royal Society B: Biological Sciences","371","1689","20150214","","","54","10.1098/rstb.2015.0214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958092785&doi=10.1098%2Frstb.2015.0214&partnerID=40&md5=2c88dfa2aa88546808da502e2f1b36e3","Royal Society of London sales@royalsoc.ac.uk","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84958092785"
"Veličković, V.; Jovic, M.; Nalić, E.; Visnjić, A.; Radulović, O.; Šagrić, Č.; Ćirić, M.","Veličković, Vladica M. (54927341800); Jovic, Marko (56715364600); Nalić, Ena (56667612800); Visnjić, A. (26655115500); Radulović, Olivera Z. (15830105400); Šagrić, Čedomir R. (15830296400); Ćirić, Milan (23476799900)","54927341800; 56715364600; 56667612800; 26655115500; 15830105400; 15830296400; 23476799900","Knowledge, Attitudes Toward, and Acceptability of Genetic Modification among Western Balkan University Students of Life Sciences (AGREE Study)","2016","Journal of the American College of Nutrition","35","2","","150","162","6","10.1080/07315724.2014.1003115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960266678&doi=10.1080%2F07315724.2014.1003115&partnerID=40&md5=fc45cb0741de05f6bbe614f690b4642b","Routledge aabs@uw.edu","Article","Final","","Scopus","2-s2.0-84960266678"
"Khan, M.I.; Sahar, A.; Ubaid-Ur-Rahman, U.","Khan, Muhammad Issa (57211037815); Sahar, Amna (35074872800); Ubaid-Ur-Rahman, Hafiz (56231083500)","57211037815; 35074872800; 56231083500","Nanotechnology in healthier meat processing","2016","","","","","313","345","6","10.1016/B978-0-12-804308-0.00010-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118495811&doi=10.1016%2FB978-0-12-804308-0.00010-8&partnerID=40&md5=c776572cd742a015b7d0db593797a887","Elsevier","Book chapter","Final","","Scopus","2-s2.0-85118495811"
"Kalle, J.; Haribabu, H.","Kalle, Jacob (57191879802); Haribabu, Ejnavarzala (6507198682)","57191879802; 6507198682","Moratorium on genetically modified brinjal in India: Is evidence-based policy making an adequate framework?","2016","Asian Biotechnology and Development Review","18","2","","27","49","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026634390&partnerID=40&md5=21d9b72b50fd6e413532439bb0185555","Reasearch and Infornmation Syatem for Developing Countries RIS India Habitat Centre, Zone Core IV-B, Fourth Floor Lodi Road, New Delhi-110003","Article","Final","","Scopus","2-s2.0-85026634390"
"Picó, M.J.","Picó, Maria Josep (57225682515)","57225682515","Genetically modified crops 2.0: The decline of media controversy in digital journalism","2016","Metode","","6","","28","34","0","10.7203/metode.6.3899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971669194&doi=10.7203%2Fmetode.6.3899&partnerID=40&md5=90cd59b852256b3275dbefc349b8f91d","Universitat de Valencia hisarte@uv.es","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84971669194"
"He, G.; Zhao, Y.; Zhang, W.; Xue, P.","He, Guangxi (57164244600); Zhao, Yandong (56909038400); Zhang, Wenxia (56909159200); Xue, Pin (59628607200)","57164244600; 56909038400; 56909159200; 59628607200","Knowledge, trust, risk perception and acceptance: A sociological analysis on public acceptance of GM crops in China","2016","","","","","58","75","0","10.4324/9781315680859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960493416&doi=10.4324%2F9781315680859&partnerID=40&md5=024b746299ef5b385f7aea17736e89fa","Taylor and Francis","Book chapter","Final","","Scopus","2-s2.0-84960493416"
"Crespi, J.M.; Lusk, J.L.; Cherry, J.B.C.; Martin, L.E.; McFadden, B.R.; Bruce, A.S.","Crespi, John M. (6701655833); Lusk, Jayson L. (7004997535); Cherry, Joseph Bradley C. (55856654300); Martin, Laura E. (35765610600); McFadden, Brandon R. (55966266100); Bruce, Amanda Schurle (16548947700)","6701655833; 7004997535; 55856654300; 35765610600; 55966266100; 16548947700","Neural Activations Associated with Decision-time and Choice in a Milk Labeling Experiment","2016","American Journal of Agricultural Economics","98","1","","74","91","10","10.1093/ajae/aav049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954349439&doi=10.1093%2Fajae%2Faav049&partnerID=40&md5=408dbd6b68b4a7567c9e9178e241a724","Oxford University Press jnl.info@oup.co.uk","Article","Final","","Scopus","2-s2.0-84954349439"
"Cheema, H.M.N.; Khan, A.A.; Khan, M.I.; Aslam, U.; Rana, I.A.; Khan, I.A.","Cheema, Hafiza Masooma Naseer (55293248700); Khan, Asif Ali (55694198800); Khan, Muhammad Ibrahim (57199444883); Aslam, Usman (35145496800); Rana, Iqrar Ahmad (55340408100); Khan, Iqrar Ahmad (7402455639)","55293248700; 55694198800; 57199444883; 35145496800; 55340408100; 7402455639","Assessment of Bt cotton genotypes for the Cry1Ac transgene and its expression","2016","Journal of Agricultural Science","154","1","","109","117","21","10.1017/S0021859615000325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927930869&doi=10.1017%2FS0021859615000325&partnerID=40&md5=d36504175a487e05787a8cc0113aa072","Cambridge University Press Journals_subscriptions@cup.cam.ac.uk","Article","Final","","Scopus","2-s2.0-84927930869"
"Hale, K.H.","Hale, Kimberly Hurd (57209452720)","57209452720","The Politics of Perfection: Technology and Creation in Literature and Film","2016","","","","","1","151","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017526442&partnerID=40&md5=4c9f4bbf0edb168b5678ad4a07a01a30","Bloomsbury Publishing Plc.","Book","Final","","Scopus","2-s2.0-105017526442"
"Huang, J.; Peng, B.-W.","Huang, Jikun (55544120700); Peng, Bo Wen (59789216700)","55544120700; 59789216700","Consumers' perceptions on GM food safety in urban China","2015","Journal of Integrative Agriculture","14","11","","2391","2400","48","10.1016/S2095-3119(15)61125-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946918959&doi=10.1016%2FS2095-3119%2815%2961125-X&partnerID=40&md5=0de9e11744e5f7b6864ee7aa9edcf139","Editorial Department of Scientia Agricultura Sinica","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84946918959"
"Nucci, M.L.; Hallman, W.K.","Nucci, Mary L. (7006052822); Hallman, William K. (6603575653)","7006052822; 6603575653","The Role of Public (Mis)perceptions in the Acceptance of New Food Technologies: Implications for Food Nanotechnology Applications","2015","","","","","89","118","10","10.1002/9781118886373.ch3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017470712&doi=10.1002%2F9781118886373.ch3&partnerID=40&md5=63c14a8a67328101c2fdfa53ef3db140","Wiley-IEEE Press","Book chapter","Final","","Scopus","2-s2.0-85017470712"
